adjusted_stat_amount,Time Played,Time,season,team,stat_name,stat_amount
5.462830412,182.140012594,16.583333333,2,Los Angeles Gladiators,Deaths,995
15.431109859,167.259518177,43.016666667,2,Toronto Defiant,Eliminations,2581
600.000000000,180.76646069,1807.664606901,2,San Francisco Shock,Time Played,108459.876414071
5.443551473,182.601377966,16.566666667,2,London Spitfire,Deaths,994
1.510235909,180.76646069,4.55,2,San Francisco Shock,Critical Hit Kills,273
15.704125473,157.792931818,41.3,2,Los Angeles Valiant,Eliminations,2478
5.181203211,154.983305467,13.383333333,2,Washington Justice,Deaths,803
1.608137189,182.820223251,4.9,2,Hangzhou Spark,Critical Hit Kills,294
13706.199595255,188.436071389,43045.706756721,2,Vancouver Titans,All Damage Done,2582742.40540329
7.904077128,154.983305467,20.416666667,2,Washington Justice,Final Blows,1225
547.640205978,182.140012594,1662.453233564,2,Los Angeles Gladiators,Time Alive,99747.194013862
1.420271512,192.216768131,4.55,2,New York Excelsior,Critical Hit Kills,273
5.719609847,162.248828986,15.466666667,2,Atlanta Reign,Deaths,928
7.891675052,296.514996462,39,2,Shanghai Dragons,Final Blows,2340
7.298998261,179.476683405,21.833333333,2,Seoul Dynasty,Final Blows,1310
4.448655193,220.516078992,16.35,2,Guangzhou Charge,Deaths,981
1.372296645,257.961717952,5.9,2,Chengdu Hunters,Critical Hit Kills,354
549.384615390,182.820223251,1673.976967271,2,Hangzhou Spark,Time Alive,100438.61803628
11621.741073616,220.516078992,42713.012876902,2,Guangzhou Charge,All Damage Done,2562780.77261414
0.907811709,202.685202341,3.066666667,2,Houston Outlaws,Solo Kills,184
1.413055421,154.983305467,3.65,2,Washington Justice,Solo Kills,219
5.462977474,159.619914983,14.533333333,2,Philadelphia Fusion,Deaths,872
7.148347494,257.961717952,30.733333333,2,Chengdu Hunters,Final Blows,1844
14.183289428,164.912378885,38.983333333,2,Boston Uprising,Eliminations,2339
2.081480870,220.516078992,7.65,2,Guangzhou Charge,Critical Hit Kills,459
15884.218753993,180.76646069,47855.56674975,2,San Francisco Shock,All Damage Done,2871334.00498502
7.799884742,220.516078992,28.666666667,2,Guangzhou Charge,Final Blows,1720
553.811129932,158.911511359,1466.78272775,2,Florida Mayhem,Time Alive,88006.963664986
1.405248971,162.248828986,3.8,2,Atlanta Reign,Critical Hit Kills,228
12598.688098818,157.792931818,33133.065536218,2,Los Angeles Valiant,All Damage Done,1987983.9321731
0.773165177,157.792931818,2.033333333,2,Los Angeles Valiant,Solo Kills,122
1.703163489,182.601377966,5.183333333,2,London Spitfire,Critical Hit Kills,311
12966.414328195,182.140012594,39361.714483941,2,Los Angeles Gladiators,All Damage Done,2361702.86903649
5.588469661,179.476683405,16.716666667,2,Seoul Dynasty,Deaths,1003
1.780814874,157.792931818,4.683333333,2,Los Angeles Valiant,Critical Hit Kills,281
0.707612808,179.476683405,2.116666667,2,Seoul Dynasty,Solo Kills,127
599.999999999,202.685202341,2026.852023408,2,Houston Outlaws,Time Played,121611.121404489
7.232891119,202.685202341,24.433333333,2,Houston Outlaws,Final Blows,1466
21.718630685,180.76646069,65.433333333,2,San Francisco Shock,Eliminations,3926
5.587441774,192.216768131,17.9,2,New York Excelsior,Deaths,1074
0.658307960,180.76646069,1.983333333,2,San Francisco Shock,Solo Kills,119
