season,stage,map_winner,map_loser,map_name,map_type,match_count
3,OWL 2020 Regular Season,Philadelphia Fusion,Houston Outlaws,Hollywood,Hybrid,2
1,One,Houston Outlaws,Shanghai Dragons,Junkertown,Escort,2
3,OWL 2020 Regular Season,Washington Justice,Houston Outlaws,King's Row,Hybrid,2
1,Two,Houston Outlaws,London Spitfire,Nepal,Control,3
1,Three,New York Excelsior,Florida Mayhem,Route 66,Escort,2
2,Season 2 Championship,Vancouver Titans,New York Excelsior,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Chengdu Hunters,New York Excelsior,Volskaya Industries,Assault,2
2,Three,San Francisco Shock,Florida Mayhem,Volskaya Industries,Assault,4
2,Four,Seoul Dynasty,Shanghai Dragons,Hanamura,Assault,2
1,One,New York Excelsior,Los Angeles Gladiators,Horizon Lunar Colony,Assault,2
1,Four,San Francisco Shock,Dallas Fuel,Oasis,Control,2
1,One,New York Excelsior,Seoul Dynasty,Oasis,Control,3
3,OWL 2020 Regular Season,Philadelphia Fusion,Washington Justice,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Hollywood,Hybrid,2
1,Two,London Spitfire,Boston Uprising,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Washington Justice,Temple of Anubis,Assault,4
2,Four,New York Excelsior,Boston Uprising,Hanamura,Assault,2
3,OWL 2020 Regular Season,Seoul Dynasty,Shanghai Dragons,Lijiang Tower,Control,3
1,Three,New York Excelsior,Dallas Fuel,Blizzard World,Hybrid,2
1,Two,Seoul Dynasty,Florida Mayhem,Nepal,Control,3
1,One,Los Angeles Valiant,Seoul Dynasty,Oasis,Control,2
1,Three,Boston Uprising,Florida Mayhem,Oasis,Control,2
2,One,Toronto Defiant,Hangzhou Spark,Rialto,Escort,4
2,Three - Title,Shanghai Dragons,San Francisco Shock,Dorado,Escort,2
1,Four,Dallas Fuel,Shanghai Dragons,Hanamura,Assault,4
3,OWL 2020 Regular Season,Hangzhou Spark,New York Excelsior,Busan,Control,2
2,Season 2 Championship,San Francisco Shock,Hangzhou Spark,King's Row,Hybrid,3
3,OWL 2020 Regular Season,Los Angeles Gladiators,San Francisco Shock,Route 66,Escort,2
1,Two,Dallas Fuel,Florida Mayhem,Hanamura,Assault,2
1,Inaugural Championship,draw,draw,Hanamura,Assault,2
2,Four,Hangzhou Spark,Dallas Fuel,Blizzard World,Hybrid,2
1,One,San Francisco Shock,Houston Outlaws,Oasis,Control,3
2,Two,Paris Eternal,Hangzhou Spark,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,San Francisco Shock,Florida Mayhem,Volskaya Industries,Assault,2
2,One,Toronto Defiant,Atlanta Reign,Busan,Control,3
2,Four,Los Angeles Gladiators,Los Angeles Valiant,Volskaya Industries,Assault,4
2,One,Dallas Fuel,Boston Uprising,King's Row,Hybrid,2
1,Two,Los Angeles Valiant,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
2,Two,Toronto Defiant,Philadelphia Fusion,Paris,Assault,4
3,OWL 2020 Regular Season,Paris Eternal,Boston Uprising,Lijiang Tower,Control,4
3,OWL 2020 Regular Season,Vancouver Titans,Toronto Defiant,Hollywood,Hybrid,2
1,Two,Seoul Dynasty,Los Angeles Valiant,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,San Francisco Shock,Los Angeles Gladiators,Volskaya Industries,Assault,4
2,Three,Toronto Defiant,Atlanta Reign,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Vancouver Titans,Volskaya Industries,Assault,2
1,Two,Dallas Fuel,Los Angeles Gladiators,Hanamura,Assault,2
2,Two,Shanghai Dragons,Washington Justice,Paris,Assault,2
2,Four,London Spitfire,Vancouver Titans,Busan,Control,2
1,Two,London Spitfire,Boston Uprising,Nepal,Control,3
1,Three,Los Angeles Valiant,Florida Mayhem,Junkertown,Escort,2
1,One,Seoul Dynasty,New York Excelsior,Junkertown,Escort,2
2,Two,Los Angeles Valiant,Atlanta Reign,Busan,Control,3
2,One,Vancouver Titans,Chengdu Hunters,Route 66,Escort,2
2,Three,Los Angeles Gladiators,Washington Justice,Nepal,Control,2
2,Four,Philadelphia Fusion,Seoul Dynasty,Blizzard World,Hybrid,2
1,One,New York Excelsior,Boston Uprising,Numbani,Hybrid,2
2,Four,New York Excelsior,Vancouver Titans,Hanamura,Assault,2
1,Two,Los Angeles Valiant,Houston Outlaws,Lijiang Tower,Control,3
2,Three,Shanghai Dragons,Guangzhou Charge,Watchpoint: Gibraltar,Escort,4
1,One,London Spitfire,Philadelphia Fusion,Numbani,Hybrid,2
2,Three,Florida Mayhem,Houston Outlaws,Watchpoint: Gibraltar,Escort,2
1,Three,Boston Uprising,Shanghai Dragons,Ilios,Control,3
1,Two,Shanghai Dragons,Seoul Dynasty,King's Row,Hybrid,2
2,Season 2 Championship,New York Excelsior,Atlanta Reign,King's Row,Hybrid,4
1,Three,Houston Outlaws,Los Angeles Valiant,Blizzard World,Hybrid,2
1,Four,Shanghai Dragons,Florida Mayhem,Horizon Lunar Colony,Assault,2
1,Two,Houston Outlaws,Florida Mayhem,Hollywood,Hybrid,2
1,One,San Francisco Shock,Florida Mayhem,Numbani,Hybrid,3
2,Four,Seoul Dynasty,Toronto Defiant,Lijiang Tower,Control,3
2,Two,Vancouver Titans,Seoul Dynasty,Blizzard World,Hybrid,3
3,OWL 2020 Regular Season,Vancouver Titans,Dallas Fuel,Junkertown,Escort,2
2,Three,Hangzhou Spark,Washington Justice,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Guangzhou Charge,Chengdu Hunters,Hollywood,Hybrid,4
3,OWL 2020 Regular Season,Philadelphia Fusion,Toronto Defiant,Temple of Anubis,Assault,2
2,Two,Los Angeles Valiant,Chengdu Hunters,King's Row,Hybrid,2
2,Four,San Francisco Shock,Chengdu Hunters,Hanamura,Assault,2
1,Four,London Spitfire,Florida Mayhem,Dorado,Escort,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Dallas Fuel,Blizzard World,Hybrid,2
1,Two,London Spitfire,Florida Mayhem,Lijiang Tower,Control,2
2,Two,Chengdu Hunters,Paris Eternal,Oasis,Control,3
2,Season 2 Championship,London Spitfire,New York Excelsior,Watchpoint: Gibraltar,Escort,2
1,Three,Boston Uprising,New York Excelsior,Oasis,Control,2
1,Four,Houston Outlaws,Shanghai Dragons,King's Row,Hybrid,2
2,Three - Title,Vancouver Titans,Houston Outlaws,Ilios,Control,2
2,Four,London Spitfire,Dallas Fuel,Hanamura,Assault,2
3,OWL 2020 Regular Season,New York Excelsior,Florida Mayhem,King's Row,Hybrid,3
2,Three,Hangzhou Spark,Seoul Dynasty,Oasis,Control,2
2,Three,Houston Outlaws,San Francisco Shock,Havana,Escort,2
1,One,Los Angeles Gladiators,Shanghai Dragons,Ilios,Control,2
2,Four,Washington Justice,Paris Eternal,Ilios,Control,3
3,OWL 2020 Regular Season,Seoul Dynasty,Guangzhou Charge,Busan,Control,3
1,Three,New York Excelsior,London Spitfire,Junkertown,Escort,2
1,One,Shanghai Dragons,Philadelphia Fusion,Junkertown,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Guangzhou Charge,Rialto,Escort,2
2,Three,Paris Eternal,Boston Uprising,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Washington Justice,King's Row,Hybrid,3
1,Four,San Francisco Shock,Los Angeles Valiant,King's Row,Hybrid,2
1,Three,Los Angeles Gladiators,Boston Uprising,Nepal,Control,3
2,Two,draw,draw,Temple of Anubis,Assault,2
2,Four,Atlanta Reign,Paris Eternal,Hollywood,Hybrid,2
2,Two,Chengdu Hunters,Los Angeles Gladiators,Hanamura,Assault,2
1,Two,Philadelphia Fusion,Seoul Dynasty,King's Row,Hybrid,4
2,Four,Hangzhou Spark,New York Excelsior,Hollywood,Hybrid,2
2,Three,Shanghai Dragons,Atlanta Reign,Nepal,Control,2
2,Two,Seoul Dynasty,Vancouver Titans,Rialto,Escort,2
2,Two,Hangzhou Spark,Seoul Dynasty,Rialto,Escort,4
2,Season 2 Championship,Hangzhou Spark,Los Angeles Gladiators,Lijiang Tower,Control,3
1,Four,Houston Outlaws,New York Excelsior,Lijiang Tower,Control,3
1,Inaugural Championship,London Spitfire,Philadelphia Fusion,Oasis,Control,2
3,OWL 2020 Regular Season,San Francisco Shock,Los Angeles Valiant,Hanamura,Assault,6
2,Season 2 Championship,San Francisco Shock,Atlanta Reign,Numbani,Hybrid,2
2,Three - Title,Los Angeles Valiant,Hangzhou Spark,Ilios,Control,2
2,Four,Shanghai Dragons,Seoul Dynasty,Temple of Anubis,Assault,2
1,One,New York Excelsior,Los Angeles Valiant,Horizon Lunar Colony,Assault,2
1,Two,Houston Outlaws,Boston Uprising,Lijiang Tower,Control,2
2,Three - Title,Los Angeles Valiant,Hangzhou Spark,Oasis,Control,2
2,Four,Atlanta Reign,Boston Uprising,Volskaya Industries,Assault,2
1,Three,Shanghai Dragons,London Spitfire,Junkertown,Escort,2
2,Two,Philadelphia Fusion,Houston Outlaws,Temple of Anubis,Assault,3
1,One,Houston Outlaws,New York Excelsior,Junkertown,Escort,2
2,Two,Philadelphia Fusion,Toronto Defiant,Blizzard World,Hybrid,2
2,One,Vancouver Titans,Los Angeles Valiant,King's Row,Hybrid,2
1,Two,New York Excelsior,San Francisco Shock,Volskaya Industries,Assault,4
2,Season 2 Championship,Vancouver Titans,Seoul Dynasty,Lijiang Tower,Control,3
1,Three,Los Angeles Valiant,Seoul Dynasty,Junkertown,Escort,2
1,Four,Philadelphia Fusion,Shanghai Dragons,Oasis,Control,3
2,Four,Los Angeles Valiant,Boston Uprising,Hanamura,Assault,2
2,Four,Florida Mayhem,Boston Uprising,Hollywood,Hybrid,2
1,One,Los Angeles Valiant,Shanghai Dragons,Junkertown,Escort,2
2,Four,Boston Uprising,Los Angeles Valiant,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Dallas Fuel,Temple of Anubis,Assault,4
1,One,Dallas Fuel,Los Angeles Gladiators,Eichenwalde,Hybrid,2
1,Three,Houston Outlaws,London Spitfire,Oasis,Control,2
3,OWL 2020 Regular Season,Shanghai Dragons,London Spitfire,Hollywood,Hybrid,2
2,Four,Los Angeles Gladiators,Chengdu Hunters,King's Row,Hybrid,2
3,OWL 2020 Regular Season,San Francisco Shock,Paris Eternal,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Paris Eternal,Houston Outlaws,Dorado,Escort,2
2,Two,London Spitfire,Paris Eternal,Temple of Anubis,Assault,2
2,Two,Guangzhou Charge,Hangzhou Spark,King's Row,Hybrid,2
2,Two,Boston Uprising,Washington Justice,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Atlanta Reign,Washington Justice,Ilios,Control,2
3,OWL 2020 Regular Season,Paris Eternal,Philadelphia Fusion,Oasis,Control,3
2,Three,New York Excelsior,Dallas Fuel,Hollywood,Hybrid,2
2,Two - Title,London Spitfire,Hangzhou Spark,Oasis,Control,3
3,OWL 2020 Regular Season,Atlanta Reign,Vancouver Titans,Watchpoint: Gibraltar,Escort,2
1,Three,Boston Uprising,Dallas Fuel,Junkertown,Escort,2
1,Four,Los Angeles Valiant,Florida Mayhem,Watchpoint: Gibraltar,Escort,2
1,Three,London Spitfire,Florida Mayhem,Nepal,Control,3
1,Two,Seoul Dynasty,Dallas Fuel,Hanamura,Assault,4
1,Two,San Francisco Shock,Shanghai Dragons,King's Row,Hybrid,2
2,One,Guangzhou Charge,Vancouver Titans,Nepal,Control,2
1,One,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,Assault,2
1,Two,Shanghai Dragons,Dallas Fuel,Hollywood,Hybrid,3
2,Four,Paris Eternal,Shanghai Dragons,Lijiang Tower,Control,2
2,One,Chengdu Hunters,Atlanta Reign,Busan,Control,2
1,Four,Los Angeles Valiant,London Spitfire,Lijiang Tower,Control,2
1,One,Los Angeles Valiant,London Spitfire,Oasis,Control,2
2,Four,Atlanta Reign,Boston Uprising,Junkertown,Escort,2
2,Four,Dallas Fuel,Los Angeles Valiant,Busan,Control,3
2,Three,Houston Outlaws,Florida Mayhem,Ilios,Control,2
1,Two,Los Angeles Valiant,Houston Outlaws,Route 66,Escort,2
1,One,New York Excelsior,Los Angeles Gladiators,Dorado,Escort,2
2,One,Washington Justice,London Spitfire,Numbani,Hybrid,2
2,Season 2 Championship,San Francisco Shock,London Spitfire,Busan,Control,3
1,One,Seoul Dynasty,Los Angeles Gladiators,Horizon Lunar Colony,Assault,3
1,Three,draw,draw,Volskaya Industries,Assault,14
3,OWL 2020 Regular Season,Toronto Defiant,Boston Uprising,Busan,Control,2
1,Four,New York Excelsior,London Spitfire,King's Row,Hybrid,2
2,Four,Atlanta Reign,Houston Outlaws,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Paris Eternal,Atlanta Reign,Busan,Control,3
1,Four,draw,draw,Blizzard World,Hybrid,6
2,Four,San Francisco Shock,Los Angeles Valiant,Junkertown,Escort,2
1,Three,Los Angeles Valiant,Dallas Fuel,Route 66,Escort,2
1,Two,Los Angeles Gladiators,San Francisco Shock,Nepal,Control,3
2,Two,Atlanta Reign,New York Excelsior,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Washington Justice,Toronto Defiant,Volskaya Industries,Assault,2
2,One,Toronto Defiant,Boston Uprising,Rialto,Escort,2
1,Two,Houston Outlaws,Boston Uprising,Hanamura,Assault,4
2,Three - Title,San Francisco Shock,Shanghai Dragons,Eichenwalde,Hybrid,4
2,Season 2 Championship,San Francisco Shock,Los Angeles Gladiators,Busan,Control,2
3,OWL 2020 Regular Season,New York Excelsior,Philadelphia Fusion,Havana,Escort,2
2,Two,Guangzhou Charge,Hangzhou Spark,Busan,Control,2
2,Two,Atlanta Reign,Boston Uprising,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Busan,Control,2
1,Inaugural Championship,Philadelphia Fusion,Boston Uprising,Volskaya Industries,Assault,2
2,Four,Shanghai Dragons,Paris Eternal,Hanamura,Assault,4
3,OWL 2020 Regular Season,Washington Justice,Philadelphia Fusion,Havana,Escort,2
1,Two,Los Angeles Gladiators,Seoul Dynasty,Nepal,Control,2
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Volskaya Industries,Assault,4
1,Three,Boston Uprising,Los Angeles Gladiators,Route 66,Escort,4
1,One,Dallas Fuel,Shanghai Dragons,Horizon Lunar Colony,Assault,4
2,Three,Hangzhou Spark,Los Angeles Valiant,Oasis,Control,2
2,One,Los Angeles Gladiators,San Francisco Shock,Horizon Lunar Colony,Assault,4
2,One - Title,Vancouver Titans,Boston Uprising,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Guangzhou Charge,Chengdu Hunters,Volskaya Industries,Assault,2
1,Four,Houston Outlaws,London Spitfire,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Vancouver Titans,Dallas Fuel,Hollywood,Hybrid,4
3,OWL 2020 Regular Season,Dallas Fuel,Florida Mayhem,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,New York Excelsior,Guangzhou Charge,Watchpoint: Gibraltar,Escort,6
2,Three,Shanghai Dragons,Los Angeles Gladiators,Volskaya Industries,Assault,4
1,One,Houston Outlaws,San Francisco Shock,Dorado,Escort,2
3,OWL 2020 Regular Season,Florida Mayhem,San Francisco Shock,Junkertown,Escort,4
1,Three,Seoul Dynasty,San Francisco Shock,Blizzard World,Hybrid,3
2,One,Paris Eternal,Washington Justice,Dorado,Escort,2
2,Two,New York Excelsior,Florida Mayhem,Oasis,Control,2
1,Four,Los Angeles Gladiators,Florida Mayhem,Hanamura,Assault,2
1,Four,London Spitfire,San Francisco Shock,Blizzard World,Hybrid,2
1,One,Los Angeles Gladiators,Philadelphia Fusion,Ilios,Control,3
2,Three,Los Angeles Valiant,Guangzhou Charge,Ilios,Control,2
1,Four,Los Angeles Valiant,Florida Mayhem,Hanamura,Assault,3
2,One,Washington Justice,Florida Mayhem,Hollywood,Hybrid,2
1,Three,Dallas Fuel,Shanghai Dragons,Ilios,Control,2
2,Four,Houston Outlaws,Paris Eternal,Busan,Control,2
3,OWL 2020 Regular Season,Dallas Fuel,Philadelphia Fusion,Watchpoint: Gibraltar,Escort,4
1,Four,Houston Outlaws,Philadelphia Fusion,Lijiang Tower,Control,3
1,Three,Florida Mayhem,Shanghai Dragons,Route 66,Escort,2
2,Three,Guangzhou Charge,Chengdu Hunters,Oasis,Control,2
1,Four,Los Angeles Gladiators,New York Excelsior,Nepal,Control,2
1,Four,Philadelphia Fusion,Boston Uprising,Lijiang Tower,Control,3
1,Two - Title,Philadelphia Fusion,New York Excelsior,Route 66,Escort,2
2,One - Title,Philadelphia Fusion,Atlanta Reign,King's Row,Hybrid,2
3,OWL 2020 Regular Season,San Francisco Shock,Washington Justice,Nepal,Control,3
2,One,Florida Mayhem,Philadelphia Fusion,Route 66,Escort,2
2,Two,San Francisco Shock,Guangzhou Charge,Eichenwalde,Hybrid,2
1,Four,Houston Outlaws,Florida Mayhem,Watchpoint: Gibraltar,Escort,4
3,OWL 2020 Regular Season,New York Excelsior,Chengdu Hunters,Dorado,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Los Angeles Gladiators,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Hangzhou Spark,New York Excelsior,Oasis,Control,3
1,Three,New York Excelsior,Los Angeles Gladiators,Ilios,Control,2
1,Two,Boston Uprising,Shanghai Dragons,Volskaya Industries,Assault,4
2,One,New York Excelsior,Washington Justice,Rialto,Escort,2
1,One,Los Angeles Valiant,Los Angeles Gladiators,Junkertown,Escort,4
2,One,Atlanta Reign,Florida Mayhem,Route 66,Escort,2
3,OWL 2020 Regular Season,New York Excelsior,Boston Uprising,Oasis,Control,2
3,OWL 2020 Regular Season,Houston Outlaws,Dallas Fuel,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Seoul Dynasty,Shanghai Dragons,Busan,Control,3
2,Three,Chengdu Hunters,Dallas Fuel,Numbani,Hybrid,3
3,OWL 2020 Regular Season,Hangzhou Spark,New York Excelsior,Ilios,Control,2
3,OWL 2020 Regular Season,Guangzhou Charge,Vancouver Titans,Volskaya Industries,Assault,2
1,Four,San Francisco Shock,Shanghai Dragons,Dorado,Escort,2
3,OWL 2020 Regular Season,Boston Uprising,Los Angeles Gladiators,Lijiang Tower,Control,2
1,Three,Los Angeles Gladiators,Seoul Dynasty,Blizzard World,Hybrid,2
2,Three,Chengdu Hunters,Vancouver Titans,Nepal,Control,3
3,OWL 2020 Regular Season,Houston Outlaws,Boston Uprising,Route 66,Escort,2
2,Four,Hangzhou Spark,Atlanta Reign,King's Row,Hybrid,2
2,Two,Vancouver Titans,Dallas Fuel,Junkertown,Escort,2
2,Three - Title,Shanghai Dragons,Vancouver Titans,Havana,Escort,2
2,Four,Hangzhou Spark,Dallas Fuel,Hanamura,Assault,4
1,Two,Seoul Dynasty,New York Excelsior,Nepal,Control,3
2,One,Hangzhou Spark,Los Angeles Valiant,Dorado,Escort,2
2,One,New York Excelsior,San Francisco Shock,Dorado,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Busan,Control,4
2,Four,Guangzhou Charge,Boston Uprising,Busan,Control,2
1,Three,Houston Outlaws,New York Excelsior,Nepal,Control,3
1,One,Dallas Fuel,Boston Uprising,Numbani,Hybrid,4
1,One,New York Excelsior,Philadelphia Fusion,Numbani,Hybrid,2
1,Four,Seoul Dynasty,Dallas Fuel,Horizon Lunar Colony,Assault,2
1,Three,Los Angeles Valiant,Florida Mayhem,Volskaya Industries,Assault,2
1,Four,Los Angeles Valiant,San Francisco Shock,Hanamura,Assault,2
1,One,Seoul Dynasty,Florida Mayhem,Oasis,Control,2
2,Three,Chengdu Hunters,San Francisco Shock,Oasis,Control,3
1,Two,Philadelphia Fusion,Houston Outlaws,Route 66,Escort,2
2,Three - Title,Shanghai Dragons,San Francisco Shock,Numbani,Hybrid,2
1,One,Houston Outlaws,Seoul Dynasty,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Chengdu Hunters,Shanghai Dragons,Dorado,Escort,2
1,Two,London Spitfire,Florida Mayhem,Route 66,Escort,2
3,OWL 2020 Regular Season,New York Excelsior,Guangzhou Charge,Route 66,Escort,2
2,Two,Chengdu Hunters,Paris Eternal,Hanamura,Assault,4
2,Four,Atlanta Reign,Boston Uprising,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Busan,Control,3
2,Four,New York Excelsior,Vancouver Titans,Havana,Escort,2
1,One,Seoul Dynasty,Boston Uprising,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Paris Eternal,Blizzard World,Hybrid,2
2,One,Boston Uprising,New York Excelsior,Numbani,Hybrid,4
2,One,Dallas Fuel,Shanghai Dragons,Route 66,Escort,4
2,Two,San Francisco Shock,Guangzhou Charge,Busan,Control,2
1,One,Boston Uprising,Florida Mayhem,Oasis,Control,2
2,Two,New York Excelsior,Philadelphia Fusion,Rialto,Escort,2
2,Three,Hangzhou Spark,Philadelphia Fusion,Paris,Assault,2
1,Four,London Spitfire,Boston Uprising,Blizzard World,Hybrid,2
2,Three,Los Angeles Gladiators,Dallas Fuel,Hollywood,Hybrid,2
2,One,San Francisco Shock,Hangzhou Spark,Temple of Anubis,Assault,4
2,Three,Paris Eternal,Toronto Defiant,Paris,Assault,2
2,Two,Los Angeles Gladiators,Florida Mayhem,Paris,Assault,2
2,Two,Philadelphia Fusion,Florida Mayhem,Temple of Anubis,Assault,3
1,One,Seoul Dynasty,Florida Mayhem,Horizon Lunar Colony,Assault,2
2,Three,Los Angeles Valiant,Guangzhou Charge,Numbani,Hybrid,3
1,Three - Title,New York Excelsior,Boston Uprising,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Paris,Assault,8
1,Two,Seoul Dynasty,Florida Mayhem,Route 66,Escort,2
1,Four,Philadelphia Fusion,Florida Mayhem,Horizon Lunar Colony,Assault,2
1,Three,Philadelphia Fusion,Los Angeles Valiant,Numbani,Hybrid,3
2,Four,Los Angeles Valiant,Florida Mayhem,Ilios,Control,2
3,OWL 2020 Regular Season,New York Excelsior,Washington Justice,Dorado,Escort,2
1,One,Seoul Dynasty,New York Excelsior,Horizon Lunar Colony,Assault,6
2,One,Los Angeles Gladiators,Guangzhou Charge,Rialto,Escort,2
2,Two,Dallas Fuel,Houston Outlaws,King's Row,Hybrid,2
2,Four,Los Angeles Gladiators,Dallas Fuel,King's Row,Hybrid,2
1,Four,Dallas Fuel,Philadelphia Fusion,Hanamura,Assault,2
2,Three,Hangzhou Spark,Seoul Dynasty,Ilios,Control,2
1,Four,Los Angeles Gladiators,Shanghai Dragons,Horizon Lunar Colony,Assault,2
1,One,Philadelphia Fusion,San Francisco Shock,Oasis,Control,3
3,OWL 2020 Regular Season,Los Angeles Gladiators,Los Angeles Valiant,Busan,Control,3
2,Two,San Francisco Shock,Guangzhou Charge,Temple of Anubis,Assault,4
1,Three,Los Angeles Gladiators,Seoul Dynasty,Nepal,Control,3
3,OWL 2020 Regular Season,draw,draw,Numbani,Hybrid,3
1,Three,Boston Uprising,Houston Outlaws,Junkertown,Escort,2
1,Three,Philadelphia Fusion,Dallas Fuel,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Toronto Defiant,Philadelphia Fusion,Dorado,Escort,2
2,Three,Shanghai Dragons,Atlanta Reign,Volskaya Industries,Assault,6
1,One,Philadelphia Fusion,Houston Outlaws,Oasis,Control,2
1,Four,Los Angeles Valiant,Houston Outlaws,Dorado,Escort,2
2,Two,Shanghai Dragons,Washington Justice,Busan,Control,2
1,Two,Seoul Dynasty,Florida Mayhem,Volskaya Industries,Assault,4
1,Inaugural Championship,London Spitfire,Philadelphia Fusion,Volskaya Industries,Assault,2
1,One,Los Angeles Valiant,Los Angeles Gladiators,Ilios,Control,3
3,OWL 2020 Regular Season,Houston Outlaws,Vancouver Titans,Busan,Control,2
1,One,London Spitfire,Los Angeles Valiant,Dorado,Escort,2
2,Three,Philadelphia Fusion,Atlanta Reign,Ilios,Control,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Dallas Fuel,Junkertown,Escort,2
1,Three,Shanghai Dragons,Dallas Fuel,Junkertown,Escort,2
2,Four,Houston Outlaws,Los Angeles Gladiators,Havana,Escort,2
2,One,Seoul Dynasty,Washington Justice,Hollywood,Hybrid,4
2,Season 2 Championship,draw,draw,King's Row,Hybrid,3
2,One,Boston Uprising,Toronto Defiant,Temple of Anubis,Assault,4
2,One,Los Angeles Valiant,New York Excelsior,Nepal,Control,2
2,One,Hangzhou Spark,Los Angeles Valiant,Nepal,Control,3
1,Four,San Francisco Shock,Boston Uprising,Lijiang Tower,Control,3
2,Four,Guangzhou Charge,Dallas Fuel,Havana,Escort,4
3,OWL 2020 Regular Season,Chengdu Hunters,Guangzhou Charge,Watchpoint: Gibraltar,Escort,4
1,Three,Seoul Dynasty,San Francisco Shock,Ilios,Control,3
1,One,New York Excelsior,Shanghai Dragons,Temple of Anubis,Assault,2
1,Four,Boston Uprising,Shanghai Dragons,Blizzard World,Hybrid,2
2,One,Houston Outlaws,Los Angeles Valiant,Busan,Control,3
2,One,Guangzhou Charge,Dallas Fuel,Route 66,Escort,2
2,Three,Vancouver Titans,Dallas Fuel,Dorado,Escort,2
2,Season 2 Championship,Atlanta Reign,San Francisco Shock,Lijiang Tower,Control,2
2,Two,Hangzhou Spark,Seoul Dynasty,Blizzard World,Hybrid,4
1,Four,Los Angeles Valiant,Shanghai Dragons,Oasis,Control,2
3,OWL 2020 Regular Season,Vancouver Titans,Los Angeles Valiant,Temple of Anubis,Assault,4
2,Two,Los Angeles Gladiators,Los Angeles Valiant,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,New York Excelsior,Hangzhou Spark,King's Row,Hybrid,2
1,One,Philadelphia Fusion,Shanghai Dragons,Horizon Lunar Colony,Assault,3
3,OWL 2020 Regular Season,Paris Eternal,Houston Outlaws,Hollywood,Hybrid,2
2,Season 2 Championship,Guangzhou Charge,Chengdu Hunters,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,London Spitfire,Hangzhou Spark,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Toronto Defiant,Oasis,Control,2
1,Four,New York Excelsior,Shanghai Dragons,Horizon Lunar Colony,Assault,2
1,One,Los Angeles Valiant,San Francisco Shock,Dorado,Escort,2
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,Hollywood,Hybrid,2
2,Two,Seoul Dynasty,Dallas Fuel,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Paris Eternal,Washington Justice,Blizzard World,Hybrid,2
2,One,Dallas Fuel,Shanghai Dragons,Nepal,Control,5
3,OWL 2020 Regular Season,London Spitfire,Hangzhou Spark,Volskaya Industries,Assault,4
2,Two,Toronto Defiant,Boston Uprising,Busan,Control,2
1,Four,Los Angeles Gladiators,Dallas Fuel,Hanamura,Assault,4
2,Three,Boston Uprising,Paris Eternal,Ilios,Control,2
2,One - Title,Vancouver Titans,Seoul Dynasty,Rialto,Escort,4
1,One,New York Excelsior,Los Angeles Gladiators,Eichenwalde,Hybrid,2
2,Three,Vancouver Titans,Chengdu Hunters,Volskaya Industries,Assault,4
1,Three,Los Angeles Valiant,Shanghai Dragons,Ilios,Control,2
1,Three,San Francisco Shock,Los Angeles Gladiators,Numbani,Hybrid,4
3,OWL 2020 Regular Season,Houston Outlaws,Vancouver Titans,Rialto,Escort,2
