season,stage,map_winner,map_loser,map_name,map_type,match_count
2,Four,New York Excelsior,Los Angeles Gladiators,Hollywood,Hybrid,2
1,One,Philadelphia Fusion,Dallas Fuel,Dorado,Escort,2
2,Four,Los Angeles Valiant,Dallas Fuel,Route 66,Escort,4
3,OWL 2020 Regular Season,Dallas Fuel,Toronto Defiant,Watchpoint: Gibraltar,Escort,2
2,Four,Philadelphia Fusion,Guangzhou Charge,Junkertown,Escort,4
2,Two,Shanghai Dragons,Florida Mayhem,Lijiang Tower,Control,3
1,Four,London Spitfire,Los Angeles Gladiators,Horizon Lunar Colony,Assault,2
1,Four,New York Excelsior,Shanghai Dragons,Oasis,Control,2
1,Four,San Francisco Shock,Dallas Fuel,Watchpoint: Gibraltar,Escort,4
2,Season 2 Championship,Vancouver Titans,Seoul Dynasty,Eichenwalde,Hybrid,2
3,OWL 2020 Regular Season,Seoul Dynasty,Los Angeles Gladiators,Nepal,Control,3
3,OWL 2020 Regular Season,Los Angeles Gladiators,Washington Justice,Busan,Control,2
2,One,Philadelphia Fusion,Florida Mayhem,Numbani,Hybrid,4
1,Three,Los Angeles Valiant,Shanghai Dragons,Blizzard World,Hybrid,2
2,Four,Los Angeles Gladiators,San Francisco Shock,King's Row,Hybrid,4
1,Four,Houston Outlaws,New York Excelsior,Blizzard World,Hybrid,2
2,Four,Florida Mayhem,London Spitfire,Junkertown,Escort,2
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,Busan,Control,2
3,OWL 2020 Regular Season,London Spitfire,Chengdu Hunters,Junkertown,Escort,6
2,Four,Guangzhou Charge,New York Excelsior,Blizzard World,Hybrid,2
2,Three,Seoul Dynasty,Chengdu Hunters,Eichenwalde,Hybrid,2
1,Three,London Spitfire,Los Angeles Valiant,Volskaya Industries,Assault,2
2,Season 2 Championship,San Francisco Shock,New York Excelsior,Lijiang Tower,Control,3
1,Three,London Spitfire,Los Angeles Gladiators,Route 66,Escort,2
2,Two,Washington Justice,Chengdu Hunters,Temple of Anubis,Assault,2
2,Three,San Francisco Shock,London Spitfire,Horizon Lunar Colony,Assault,6
2,Four,Paris Eternal,Houston Outlaws,Blizzard World,Hybrid,2
1,One,Boston Uprising,Los Angeles Gladiators,Oasis,Control,2
1,Two,Florida Mayhem,London Spitfire,Volskaya Industries,Assault,4
2,Three,Dallas Fuel,Chengdu Hunters,Paris,Assault,4
2,Three - Title,Vancouver Titans,Houston Outlaws,Eichenwalde,Hybrid,2
2,Two,San Francisco Shock,Hangzhou Spark,Rialto,Escort,2
2,Season 2 Championship,draw,draw,Temple of Anubis,Assault,4
2,Two,Atlanta Reign,Washington Justice,Rialto,Escort,4
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,Ilios,Control,3
2,Two,Los Angeles Gladiators,Florida Mayhem,Junkertown,Escort,2
2,One,Toronto Defiant,New York Excelsior,Dorado,Escort,2
3,OWL 2020 Regular Season,Vancouver Titans,Los Angeles Gladiators,Hanamura,Assault,2
2,Three,Philadelphia Fusion,Atlanta Reign,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Atlanta Reign,Washington Justice,Hollywood,Hybrid,2
1,Four,San Francisco Shock,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
2,Season 2 Championship,Vancouver Titans,Los Angeles Gladiators,Temple of Anubis,Assault,3
1,Four,Boston Uprising,Seoul Dynasty,Horizon Lunar Colony,Assault,4
1,Inaugural Championship,Philadelphia Fusion,New York Excelsior,Eichenwalde,Hybrid,2
2,One,Seoul Dynasty,Washington Justice,Busan,Control,2
2,Two,Paris Eternal,Guangzhou Charge,Paris,Assault,2
2,Four,Seoul Dynasty,Shanghai Dragons,Blizzard World,Hybrid,2
2,Four,Paris Eternal,Los Angeles Valiant,Route 66,Escort,4
1,Four,San Francisco Shock,Houston Outlaws,Oasis,Control,2
1,Inaugural Championship,London Spitfire,Los Angeles Valiant,Oasis,Control,2
2,Two - Title,Vancouver Titans,New York Excelsior,Hanamura,Assault,3
3,OWL 2020 Regular Season,Chengdu Hunters,Shanghai Dragons,Volskaya Industries,Assault,3
2,Season 2 Championship,Los Angeles Gladiators,Hangzhou Spark,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,Hangzhou Spark,Guangzhou Charge,Dorado,Escort,2
1,Three,Florida Mayhem,Boston Uprising,Nepal,Control,2
1,Four,Los Angeles Valiant,Shanghai Dragons,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Los Angeles Valiant,Florida Mayhem,Lijiang Tower,Control,2
1,One,Boston Uprising,Florida Mayhem,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,Dallas Fuel,Los Angeles Valiant,Eichenwalde,Hybrid,2
1,Three,San Francisco Shock,New York Excelsior,Temple of Anubis,Assault,2
2,One,Guangzhou Charge,Florida Mayhem,Horizon Lunar Colony,Assault,2
2,Two,Los Angeles Gladiators,Guangzhou Charge,Watchpoint: Gibraltar,Escort,2
2,Season 2 Championship,New York Excelsior,London Spitfire,Ilios,Control,2
2,One,New York Excelsior,San Francisco Shock,Busan,Control,3
1,Two,Los Angeles Gladiators,Houston Outlaws,Lijiang Tower,Control,3
1,Four,Seoul Dynasty,Florida Mayhem,Nepal,Control,3
2,One,Dallas Fuel,Shanghai Dragons,Ilios,Control,2
2,Three,Seoul Dynasty,Florida Mayhem,Paris,Assault,2
2,Two,Florida Mayhem,London Spitfire,Hanamura,Assault,4
3,OWL 2020 Regular Season,Washington Justice,London Spitfire,Hanamura,Assault,2
1,One,New York Excelsior,Florida Mayhem,Ilios,Control,2
2,One,Houston Outlaws,Hangzhou Spark,King's Row,Hybrid,4
1,One,London Spitfire,Dallas Fuel,Numbani,Hybrid,3
1,One,San Francisco Shock,Shanghai Dragons,Junkertown,Escort,2
2,Two,London Spitfire,Boston Uprising,Busan,Control,2
2,Four,Philadelphia Fusion,Chengdu Hunters,Hanamura,Assault,3
1,Four,Los Angeles Gladiators,London Spitfire,Nepal,Control,2
1,Four,Los Angeles Valiant,Florida Mayhem,Lijiang Tower,Control,2
2,One,New York Excelsior,Houston Outlaws,Route 66,Escort,2
2,Three,Los Angeles Valiant,Hangzhou Spark,Dorado,Escort,2
2,Four,Hangzhou Spark,Los Angeles Gladiators,Temple of Anubis,Assault,2
1,Two,London Spitfire,New York Excelsior,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,New York Excelsior,Guangzhou Charge,Busan,Control,2
2,Four,Houston Outlaws,Washington Justice,Lijiang Tower,Control,3
2,Two,Los Angeles Gladiators,Shanghai Dragons,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Hangzhou Spark,Guangzhou Charge,Oasis,Control,3
2,Two - Title,Hangzhou Spark,London Spitfire,Hanamura,Assault,2
2,Four,Vancouver Titans,Florida Mayhem,Lijiang Tower,Control,3
2,One,New York Excelsior,Houston Outlaws,Nepal,Control,2
2,Three,Paris Eternal,Toronto Defiant,Hollywood,Hybrid,2
1,One,San Francisco Shock,Los Angeles Gladiators,Numbani,Hybrid,2
1,Four,Los Angeles Gladiators,New York Excelsior,Watchpoint: Gibraltar,Escort,2
2,One,Los Angeles Gladiators,Atlanta Reign,King's Row,Hybrid,3
1,Four,Seoul Dynasty,London Spitfire,Watchpoint: Gibraltar,Escort,4
1,Two,Philadelphia Fusion,Los Angeles Gladiators,Route 66,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
2,Three,Guangzhou Charge,Shanghai Dragons,Horizon Lunar Colony,Assault,6
1,One,Seoul Dynasty,Florida Mayhem,Eichenwalde,Hybrid,2
2,Two,Hangzhou Spark,Paris Eternal,Junkertown,Escort,2
2,Four,Hangzhou Spark,Los Angeles Gladiators,Ilios,Control,2
2,Four,Guangzhou Charge,Philadelphia Fusion,King's Row,Hybrid,3
2,Season 2 Championship,Guangzhou Charge,Chengdu Hunters,Ilios,Control,3
2,Two,draw,draw,Eichenwalde,Hybrid,3
3,OWL 2020 Regular Season,Houston Outlaws,Boston Uprising,Volskaya Industries,Assault,2
1,Two,Houston Outlaws,Shanghai Dragons,King's Row,Hybrid,2
1,Two,Boston Uprising,Los Angeles Gladiators,Volskaya Industries,Assault,2
1,Three,Los Angeles Valiant,Philadelphia Fusion,Volskaya Industries,Assault,2
2,Four,Los Angeles Valiant,Los Angeles Gladiators,Ilios,Control,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Toronto Defiant,Busan,Control,2
2,Two,Washington Justice,Boston Uprising,Busan,Control,3
2,One,Guangzhou Charge,Florida Mayhem,Busan,Control,2
2,Two,San Francisco Shock,Shanghai Dragons,King's Row,Hybrid,4
1,Three,Seoul Dynasty,Los Angeles Gladiators,Junkertown,Escort,2
2,One,draw,draw,Numbani,Hybrid,3
2,Season 2 Championship,San Francisco Shock,New York Excelsior,Temple of Anubis,Assault,6
2,Three,San Francisco Shock,Chengdu Hunters,Volskaya Industries,Assault,4
2,Four,Philadelphia Fusion,Paris Eternal,Temple of Anubis,Assault,2
2,Season 2 Championship,Shanghai Dragons,London Spitfire,Lijiang Tower,Control,3
2,Two,Vancouver Titans,Seoul Dynasty,Busan,Control,2
1,Two,Los Angeles Gladiators,Boston Uprising,Route 66,Escort,4
3,OWL 2020 Regular Season,Los Angeles Valiant,Boston Uprising,Oasis,Control,2
1,Two,Florida Mayhem,Seoul Dynasty,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Dallas Fuel,Blizzard World,Hybrid,2
1,One,Dallas Fuel,Los Angeles Gladiators,Temple of Anubis,Assault,3
2,Two,Dallas Fuel,Paris Eternal,Blizzard World,Hybrid,4
2,Three,Guangzhou Charge,Toronto Defiant,Watchpoint: Gibraltar,Escort,2
2,Three,Philadelphia Fusion,Shanghai Dragons,Hollywood,Hybrid,4
2,Four,New York Excelsior,Hangzhou Spark,Junkertown,Escort,4
1,One,Boston Uprising,Houston Outlaws,Ilios,Control,2
2,One - Title,San Francisco Shock,Philadelphia Fusion,Rialto,Escort,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Toronto Defiant,Eichenwalde,Hybrid,2
1,Four,London Spitfire,San Francisco Shock,Hanamura,Assault,2
2,One,Vancouver Titans,San Francisco Shock,Volskaya Industries,Assault,2
1,One,Los Angeles Valiant,Los Angeles Gladiators,Lijiang Tower,Control,3
2,Three,Paris Eternal,Florida Mayhem,Horizon Lunar Colony,Assault,5
2,Four,Guangzhou Charge,Boston Uprising,Hollywood,Hybrid,2
2,Three,Los Angeles Valiant,Hangzhou Spark,Volskaya Industries,Assault,2
2,Two,Vancouver Titans,Boston Uprising,Watchpoint: Gibraltar,Escort,4
3,OWL 2020 Regular Season,Chengdu Hunters,Seoul Dynasty,Hanamura,Assault,2
3,OWL 2020 Regular Season,Toronto Defiant,San Francisco Shock,Oasis,Control,3
3,OWL 2020 Regular Season,Guangzhou Charge,New York Excelsior,King's Row,Hybrid,2
2,Three,Los Angeles Gladiators,Toronto Defiant,Dorado,Escort,4
1,Three,Los Angeles Valiant,Dallas Fuel,Ilios,Control,3
2,Three,Vancouver Titans,Los Angeles Gladiators,Numbani,Hybrid,2
2,Two,draw,draw,Hanamura,Assault,8
1,Four - Title,Dallas Fuel,New York Excelsior,Lijiang Tower,Control,2
1,Three,San Francisco Shock,Philadelphia Fusion,Route 66,Escort,2
1,One,London Spitfire,Seoul Dynasty,Dorado,Escort,2
2,One,Vancouver Titans,Guangzhou Charge,Dorado,Escort,2
3,OWL 2020 Regular Season,Seoul Dynasty,Hangzhou Spark,Dorado,Escort,2
2,One,Florida Mayhem,Guangzhou Charge,Numbani,Hybrid,2
2,Two,New York Excelsior,Philadelphia Fusion,Busan,Control,2
2,Two,Chengdu Hunters,London Spitfire,Eichenwalde,Hybrid,2
2,One,Seoul Dynasty,Chengdu Hunters,Rialto,Escort,2
1,One,Seoul Dynasty,Boston Uprising,Oasis,Control,2
2,Two,Chengdu Hunters,Los Angeles Valiant,Paris,Assault,2
1,Two,Philadelphia Fusion,Houston Outlaws,Ilios,Control,3
2,One,Boston Uprising,Seoul Dynasty,Nepal,Control,3
2,Three,Los Angeles Valiant,Shanghai Dragons,Nepal,Control,3
2,Two,New York Excelsior,Florida Mayhem,Junkertown,Escort,2
1,Four,New York Excelsior,Houston Outlaws,Horizon Lunar Colony,Assault,2
3,OWL 2020 Regular Season,Hangzhou Spark,Chengdu Hunters,Numbani,Hybrid,2
2,Two,Los Angeles Valiant,Washington Justice,Rialto,Escort,2
1,Three,Boston Uprising,New York Excelsior,Volskaya Industries,Assault,2
1,One,Houston Outlaws,Philadelphia Fusion,Eichenwalde,Hybrid,3
1,Two,Los Angeles Gladiators,Shanghai Dragons,King's Row,Hybrid,2
1,Two,London Spitfire,Seoul Dynasty,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,Washington Justice,Boston Uprising,Rialto,Escort,2
2,Four,Guangzhou Charge,Seoul Dynasty,Route 66,Escort,2
1,Three,New York Excelsior,Houston Outlaws,Route 66,Escort,2
3,OWL 2020 Regular Season,Guangzhou Charge,Seoul Dynasty,Busan,Control,3
3,OWL 2020 Regular Season,Hangzhou Spark,London Spitfire,Ilios,Control,2
1,Two,Philadelphia Fusion,Boston Uprising,Hanamura,Assault,2
1,Four,Los Angeles Valiant,Boston Uprising,King's Row,Hybrid,2
2,Two - Title,Vancouver Titans,San Francisco Shock,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Los Angeles Valiant,San Francisco Shock,Numbani,Hybrid,4
1,Two,Florida Mayhem,Los Angeles Valiant,Hanamura,Assault,2
3,OWL 2020 Regular Season,Hangzhou Spark,Seoul Dynasty,Busan,Control,3
1,One,Philadelphia Fusion,Florida Mayhem,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Los Angeles Valiant,Atlanta Reign,Dorado,Escort,2
2,Four,San Francisco Shock,Los Angeles Valiant,Lijiang Tower,Control,2
2,Two,Toronto Defiant,Paris Eternal,King's Row,Hybrid,2
2,One,Washington Justice,Florida Mayhem,Ilios,Control,3
2,One,Philadelphia Fusion,Dallas Fuel,Horizon Lunar Colony,Assault,4
1,Inaugural Championship,New York Excelsior,Philadelphia Fusion,Lijiang Tower,Control,3
1,Three,London Spitfire,Houston Outlaws,Temple of Anubis,Assault,2
1,Two,Boston Uprising,Los Angeles Gladiators,Lijiang Tower,Control,2
2,One,Atlanta Reign,Florida Mayhem,Volskaya Industries,Assault,6
3,OWL 2020 Regular Season,Atlanta Reign,Toronto Defiant,Nepal,Control,2
1,One,Los Angeles Valiant,Philadelphia Fusion,Numbani,Hybrid,2
3,OWL 2020 Regular Season,Vancouver Titans,Boston Uprising,Lijiang Tower,Control,3
1,Two,Boston Uprising,Dallas Fuel,Volskaya Industries,Assault,2
2,Two,Los Angeles Gladiators,Boston Uprising,Blizzard World,Hybrid,2
2,Four,Hangzhou Spark,Chengdu Hunters,King's Row,Hybrid,2
1,Three,Los Angeles Gladiators,New York Excelsior,Temple of Anubis,Assault,2
1,One,Boston Uprising,Florida Mayhem,Eichenwalde,Hybrid,2
1,Four,Los Angeles Gladiators,Shanghai Dragons,Watchpoint: Gibraltar,Escort,2
2,Two,Atlanta Reign,Los Angeles Valiant,Paris,Assault,4
1,Four,Philadelphia Fusion,Dallas Fuel,Lijiang Tower,Control,2
2,Two,London Spitfire,Atlanta Reign,Watchpoint: Gibraltar,Escort,4
2,Two,Hangzhou Spark,Boston Uprising,Lijiang Tower,Control,3
3,OWL 2020 Regular Season,Philadelphia Fusion,Boston Uprising,Lijiang Tower,Control,2
1,Two,London Spitfire,Philadelphia Fusion,Hanamura,Assault,2
2,One,Toronto Defiant,Houston Outlaws,Volskaya Industries,Assault,2
3,OWL 2020 Regular Season,Vancouver Titans,Boston Uprising,Hanamura,Assault,4
2,Three,Paris Eternal,Toronto Defiant,Havana,Escort,2
2,Two,Philadelphia Fusion,Florida Mayhem,King's Row,Hybrid,4
1,Four,San Francisco Shock,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,2
1,Four,Los Angeles Gladiators,Seoul Dynasty,Hanamura,Assault,2
2,Two - Title,San Francisco Shock,Shanghai Dragons,Eichenwalde,Hybrid,2
1,Three,Boston Uprising,Houston Outlaws,Numbani,Hybrid,2
2,Three,Los Angeles Valiant,Guangzhou Charge,Havana,Escort,2
3,OWL 2020 Regular Season,Florida Mayhem,Vancouver Titans,Hollywood,Hybrid,2
2,Four,Washington Justice,Atlanta Reign,Hollywood,Hybrid,2
2,Two,Chengdu Hunters,Washington Justice,Oasis,Control,2
2,Season 2 Championship,New York Excelsior,London Spitfire,Temple of Anubis,Assault,4
3,OWL 2020 Regular Season,San Francisco Shock,Los Angeles Valiant,Ilios,Control,2
1,Three,New York Excelsior,Seoul Dynasty,Ilios,Control,3
2,Two,Washington Justice,Boston Uprising,Rialto,Escort,4
2,Two,Los Angeles Gladiators,Seoul Dynasty,Lijiang Tower,Control,2
1,Three,Los Angeles Gladiators,Florida Mayhem,Junkertown,Escort,2
1,Two,Seoul Dynasty,Los Angeles Valiant,Route 66,Escort,2
1,Inaugural Championship,Los Angeles Valiant,London Spitfire,King's Row,Hybrid,2
1,Three,Los Angeles Valiant,San Francisco Shock,Ilios,Control,2
2,Three,Guangzhou Charge,Washington Justice,Eichenwalde,Hybrid,2
2,Four,New York Excelsior,Paris Eternal,King's Row,Hybrid,2
1,Two,Boston Uprising,Dallas Fuel,King's Row,Hybrid,2
2,Season 2 Championship,San Francisco Shock,Atlanta Reign,King's Row,Hybrid,4
1,Four,Los Angeles Gladiators,Houston Outlaws,Dorado,Escort,2
3,OWL 2020 Regular Season,Toronto Defiant,Paris Eternal,Eichenwalde,Hybrid,4
3,OWL 2020 Regular Season,Dallas Fuel,Houston Outlaws,Nepal,Control,3
3,OWL 2020 Regular Season,Los Angeles Valiant,Paris Eternal,Oasis,Control,2
1,Three,London Spitfire,Seoul Dynasty,Oasis,Control,2
2,Three,Toronto Defiant,London Spitfire,Ilios,Control,3
1,Two,Houston Outlaws,Los Angeles Gladiators,Watchpoint: Gibraltar,Escort,2
3,OWL 2020 Regular Season,London Spitfire,Chengdu Hunters,Blizzard World,Hybrid,4
1,Three,Los Angeles Valiant,Seoul Dynasty,Nepal,Control,2
1,Four,Houston Outlaws,London Spitfire,Horizon Lunar Colony,Assault,2
1,Three,Boston Uprising,Los Angeles Gladiators,Numbani,Hybrid,2
1,Four,Los Angeles Valiant,Shanghai Dragons,Hanamura,Assault,2
1,Two,Seoul Dynasty,Los Angeles Gladiators,Hanamura,Assault,2
2,Three,London Spitfire,Washington Justice,Numbani,Hybrid,3
2,One,Vancouver Titans,Los Angeles Valiant,Nepal,Control,2
2,Two,Philadelphia Fusion,Toronto Defiant,Rialto,Escort,2
1,One,New York Excelsior,Dallas Fuel,Numbani,Hybrid,2
2,Two,Hangzhou Spark,Guangzhou Charge,Paris,Assault,2
1,Two,New York Excelsior,Houston Outlaws,King's Row,Hybrid,4
3,OWL 2020 Regular Season,Shanghai Dragons,Hangzhou Spark,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Washington Justice,Vancouver Titans,Junkertown,Escort,2
3,OWL 2020 Regular Season,Philadelphia Fusion,Florida Mayhem,Junkertown,Escort,2
2,One,Washington Justice,London Spitfire,Busan,Control,3
2,Three,Vancouver Titans,Atlanta Reign,Watchpoint: Gibraltar,Escort,4
1,One,Shanghai Dragons,Dallas Fuel,Eichenwalde,Hybrid,3
2,Three - Title,San Francisco Shock,Seoul Dynasty,Volskaya Industries,Assault,4
1,Three,San Francisco Shock,Houston Outlaws,Numbani,Hybrid,2
1,Three,Los Angeles Gladiators,Houston Outlaws,Numbani,Hybrid,2
2,Four,Atlanta Reign,Houston Outlaws,Blizzard World,Hybrid,2
2,Two,Los Angeles Valiant,Los Angeles Gladiators,Rialto,Escort,2
2,Four,Dallas Fuel,Hangzhou Spark,Lijiang Tower,Control,2
1,Two,Los Angeles Gladiators,London Spitfire,King's Row,Hybrid,2
2,Season 2 Championship,San Francisco Shock,Atlanta Reign,Watchpoint: Gibraltar,Escort,2
1,Two,Philadelphia Fusion,Los Angeles Valiant,Hanamura,Assault,4
1,One,Los Angeles Gladiators,Dallas Fuel,Dorado,Escort,2
1,Two,New York Excelsior,Houston Outlaws,Route 66,Escort,2
2,One,Paris Eternal,Los Angeles Gladiators,Dorado,Escort,2
1,Three,Houston Outlaws,Florida Mayhem,Junkertown,Escort,2
1,Four,Houston Outlaws,Dallas Fuel,King's Row,Hybrid,2
1,Four,New York Excelsior,Boston Uprising,Blizzard World,Hybrid,2
2,Three,Houston Outlaws,Washington Justice,Oasis,Control,2
2,Four,San Francisco Shock,Los Angeles Gladiators,Lijiang Tower,Control,2
3,OWL 2020 Regular Season,Los Angeles Gladiators,Boston Uprising,Blizzard World,Hybrid,2
1,Four,San Francisco Shock,Shanghai Dragons,Blizzard World,Hybrid,3
3,OWL 2020 Regular Season,New York Excelsior,Hangzhou Spark,Temple of Anubis,Assault,2
2,One,Chengdu Hunters,Florida Mayhem,Temple of Anubis,Assault,2
3,OWL 2020 Regular Season,Hangzhou Spark,Guangzhou Charge,Ilios,Control,3
2,One,Los Angeles Valiant,Philadelphia Fusion,Temple of Anubis,Assault,2
1,One,San Francisco Shock,Seoul Dynasty,Ilios,Control,3
2,One,Boston Uprising,Dallas Fuel,Volskaya Industries,Assault,4
1,Four,Los Angeles Gladiators,San Francisco Shock,Blizzard World,Hybrid,2
2,Season 2 Championship,San Francisco Shock,Vancouver Titans,Temple of Anubis,Assault,4
1,Two,Philadelphia Fusion,Dallas Fuel,King's Row,Hybrid,2
2,One,Vancouver Titans,San Francisco Shock,King's Row,Hybrid,4
1,Two,Los Angeles Valiant,San Francisco Shock,Watchpoint: Gibraltar,Escort,4
2,Two,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,Assault,2
2,Three,London Spitfire,New York Excelsior,Dorado,Escort,4
1,Four,Dallas Fuel,Shanghai Dragons,Oasis,Control,2
3,OWL 2020 Regular Season,Atlanta Reign,Houston Outlaws,Watchpoint: Gibraltar,Escort,2
1,Two,Los Angeles Gladiators,Philadelphia Fusion,Nepal,Control,2
2,Two,Paris Eternal,Dallas Fuel,Rialto,Escort,2
2,Three,Vancouver Titans,Hangzhou Spark,Numbani,Hybrid,2
2,Three - Title,San Francisco Shock,Shanghai Dragons,Ilios,Control,3
3,OWL 2020 Regular Season,Atlanta Reign,Houston Outlaws,King's Row,Hybrid,2
3,OWL 2020 Regular Season,Boston Uprising,Toronto Defiant,Hollywood,Hybrid,2
3,OWL 2020 Regular Season,Houston Outlaws,Toronto Defiant,King's Row,Hybrid,3
2,Three,Guangzhou Charge,Toronto Defiant,Ilios,Control,2
1,Four,Boston Uprising,Shanghai Dragons,Oasis,Control,2
1,Two,Seoul Dynasty,Philadelphia Fusion,Lijiang Tower,Control,2
1,Two,Los Angeles Valiant,Dallas Fuel,Hanamura,Assault,2
1,Two,Dallas Fuel,Los Angeles Valiant,Watchpoint: Gibraltar,Escort,2
1,Four,San Francisco Shock,Boston Uprising,Watchpoint: Gibraltar,Escort,4
2,Two,San Francisco Shock,Philadelphia Fusion,Junkertown,Escort,2
3,OWL 2020 Regular Season,Shanghai Dragons,Chengdu Hunters,Blizzard World,Hybrid,2
3,OWL 2020 Regular Season,New York Excelsior,Guangzhou Charge,Paris,Assault,3
1,Four - Title,Dallas Fuel,New York Excelsior,King's Row,Hybrid,2
2,Four,London Spitfire,Toronto Defiant,Junkertown,Escort,2
1,Three,Boston Uprising,Philadelphia Fusion,Oasis,Control,2
